lat,lng
38.351,-0.492
38.351,-0.488
38.351,-0.484
38.351,-0.48
38.351,-0.476
38.351,-0.472
38.351,-0.46799999999999997
38.351,-0.46399999999999997
38.351,-0.45999999999999996
38.351,-0.45599999999999996
38.351,-0.45199999999999996
38.351,-0.44799999999999995
38.351,-0.44399999999999995
38.351,-0.43999999999999995
38.351,-0.43599999999999994
38.351,-0.43199999999999994
38.351,-0.42799999999999994
38.351,-0.42399999999999993
38.351,-0.41999999999999993
38.351,-0.4159999999999999
38.351,-0.4119999999999999
38.351,-0.4079999999999999
38.351,-0.4039999999999999
38.351,-0.3999999999999999
38.351,-0.3959999999999999
38.351,-0.3919999999999999
38.354,-0.52
38.354,-0.516
38.354,-0.512
38.354,-0.508
38.354,-0.504
38.354,-0.5
38.354,-0.496
38.354,-0.492
38.354,-0.488
38.354,-0.484
38.354,-0.48
38.354,-0.476
38.354,-0.472
38.354,-0.46799999999999997
38.354,-0.46399999999999997
38.354,-0.45999999999999996
38.354,-0.45599999999999996
38.354,-0.45199999999999996
38.354,-0.44799999999999995
38.354,-0.44399999999999995
38.354,-0.43999999999999995
38.354,-0.43599999999999994
38.354,-0.43199999999999994
38.354,-0.42799999999999994
38.354,-0.42399999999999993
38.354,-0.41999999999999993
38.354,-0.4159999999999999
38.354,-0.4119999999999999
38.354,-0.4079999999999999
38.354,-0.4039999999999999
38.354,-0.3999999999999999
38.354,-0.3959999999999999
38.354,-0.3919999999999999
38.357,-0.52
38.357,-0.516
38.357,-0.512
38.357,-0.508
38.357,-0.504
38.357,-0.5
38.357,-0.496
38.357,-0.492
38.357,-0.488
38.357,-0.484
38.357,-0.48
38.357,-0.476
38.357,-0.472
38.357,-0.46799999999999997
38.357,-0.46399999999999997
38.357,-0.45999999999999996
38.357,-0.45599999999999996
38.357,-0.45199999999999996
38.357,-0.44799999999999995
38.357,-0.44399999999999995
38.357,-0.43999999999999995
38.357,-0.43599999999999994
38.357,-0.43199999999999994
38.357,-0.42799999999999994
38.357,-0.42399999999999993
38.357,-0.41999999999999993
38.357,-0.4159999999999999
38.357,-0.4119999999999999
38.357,-0.4079999999999999
38.357,-0.4039999999999999
38.357,-0.3999999999999999
38.357,-0.3959999999999999
38.357,-0.3919999999999999
38.36,-0.52
38.36,-0.516
38.36,-0.512
38.36,-0.508
38.36,-0.504
38.36,-0.5
38.36,-0.496
38.36,-0.492
38.36,-0.488
38.36,-0.484
38.36,-0.48
38.36,-0.476
38.36,-0.472
38.36,-0.46799999999999997
38.36,-0.46399999999999997
38.36,-0.45999999999999996
38.36,-0.45599999999999996
38.36,-0.45199999999999996
38.36,-0.44799999999999995
38.36,-0.44399999999999995
38.36,-0.43999999999999995
38.36,-0.43599999999999994
38.36,-0.43199999999999994
38.36,-0.42799999999999994
38.36,-0.42399999999999993
38.36,-0.41999999999999993
38.36,-0.4159999999999999
38.36,-0.4119999999999999
38.36,-0.4079999999999999
38.36,-0.4039999999999999
38.36,-0.3999999999999999
38.36,-0.3959999999999999
38.36,-0.3919999999999999
38.363,-0.52
38.363,-0.516
38.363,-0.512
38.363,-0.508
38.363,-0.504
38.363,-0.5
38.363,-0.496
38.363,-0.492
38.363,-0.488
38.363,-0.484
38.363,-0.48
38.363,-0.476
38.363,-0.472
38.363,-0.46799999999999997
38.363,-0.46399999999999997
38.363,-0.45999999999999996
38.363,-0.45599999999999996
38.363,-0.45199999999999996
38.363,-0.44799999999999995
38.363,-0.44399999999999995
38.363,-0.43999999999999995
38.363,-0.43599999999999994
38.363,-0.43199999999999994
38.363,-0.42799999999999994
38.363,-0.42399999999999993
38.363,-0.41999999999999993
38.363,-0.4159999999999999
38.363,-0.4119999999999999
38.363,-0.4079999999999999
38.363,-0.4039999999999999
38.363,-0.3999999999999999
38.363,-0.3959999999999999
38.363,-0.3919999999999999
38.366,-0.52
38.366,-0.516
38.366,-0.512
38.366,-0.508
38.366,-0.504
38.366,-0.5
38.366,-0.496
38.366,-0.492
38.366,-0.488
38.366,-0.484
38.366,-0.48
38.366,-0.476
38.366,-0.472
38.366,-0.46799999999999997
38.366,-0.46399999999999997
38.366,-0.45999999999999996
38.366,-0.45599999999999996
38.366,-0.45199999999999996
38.366,-0.44799999999999995
38.366,-0.44399999999999995
38.366,-0.43999999999999995
38.366,-0.43599999999999994
38.366,-0.43199999999999994
38.366,-0.42799999999999994
38.366,-0.42399999999999993
38.366,-0.41999999999999993
38.366,-0.4159999999999999
38.366,-0.4119999999999999
38.366,-0.4079999999999999
38.366,-0.4039999999999999
38.366,-0.3999999999999999
38.366,-0.3959999999999999
38.366,-0.3919999999999999
38.369,-0.52
38.369,-0.516
38.369,-0.512
38.369,-0.508
38.369,-0.504
38.369,-0.5
38.369,-0.496
38.369,-0.492
38.369,-0.488
38.369,-0.484
38.369,-0.48
38.369,-0.476
38.369,-0.472
38.369,-0.46799999999999997
38.369,-0.46399999999999997
38.369,-0.45999999999999996
38.369,-0.45599999999999996
38.369,-0.45199999999999996
38.369,-0.44799999999999995
38.369,-0.44399999999999995
38.369,-0.43999999999999995
38.369,-0.43599999999999994
38.369,-0.43199999999999994
38.369,-0.42799999999999994
38.369,-0.42399999999999993
38.369,-0.41999999999999993
38.369,-0.4159999999999999
38.369,-0.4119999999999999
